candidate_id,canonical_name,developer,operator,state,county,latitude,longitude,source_url,source_type,source_date,title,evidence_text,known_load_mw,load_note,region_hint,utility_hint,priority_tier,notes
CAND_001,CleanArc VA1,CleanArc Data Centers,,VA,Caroline,38.0300,-77.3500,https://www.cleanarcdatacenters.com/press-release/cleanarc-data-centers-breaks-ground-on-900mw-flagship-hyperscale-campus-in-virginia-2-2/,developer_statement,2025-11-20,CleanArc Data Centers Breaks Ground on 900MW Flagship Hyperscale Campus in Virginia,"CleanArc Data Centers announced the groundbreaking of its flagship hyperscale data center campus in Caroline County, Virginia. The campus is planned as a 900 MW project.",900,headline campus capacity,PJM,,A,starter real-world ingest test
CAND_001,CleanArc VA1,CleanArc Data Centers,,VA,Caroline,38.0300,-77.3500,https://www.cleanarcdatacenters.com/press-release/cleanarc-data-centers-breaks-ground-on-900mw-flagship-hyperscale-campus-in-virginia-2-2/,developer_statement,2025-11-20,CleanArc Data Centers Breaks Ground on 900MW Flagship Hyperscale Campus in Virginia,"CleanArc Data Centers announced the groundbreaking of its flagship hyperscale data center campus in Caroline County, Virginia. The campus is planned as a 900 MW project.",900,headline campus capacity,PJM,,A,starter real-world ingest test
